sample_idx,t_rel_s,stamp_s,t_in_traj_s,x_des_m,y_des_m,z_des_m,x_act_m,y_act_m,z_act_m,ex_m,ey_m,ez_m,e_pos_norm_m,vx_des_mps,vy_des_mps,vz_des_mps,speed_des_mps,vx_act_mps,vy_act_mps,vz_act_mps,speed_act_mps,wx_act_radps,wy_act_radps,wz_act_radps,roll_des_rad,pitch_des_rad,yaw_des_rad,roll_act_rad,pitch_act_rad,yaw_act_rad,e_roll_rad,e_pitch_rad,e_yaw_rad,e_ang_norm_rad,roll_des_deg,pitch_des_deg,yaw_des_deg,roll_act_deg,pitch_act_deg,yaw_act_deg,e_roll_deg,e_pitch_deg,e_yaw_deg,e_ang_norm_deg
0,0.0015997886657714844,1775788768.4835677,0.047286173,-19.340465172716613,0.8492919420204834,0.7782513926437952,-19.31,0.92,0.8002447609770964,0.030465172716613864,0.07070805797951663,0.021993368333301233,0.08007162083117873,-1.1661273861404806,-2.829661782712775,-0.7432874462325322,3.1494944218047043,0.0,0.0,0.0015450470263979935,0.0015450470263979935,0.0,0.0,0.0,0.0,0.23824971738951786,-1.961697202457965,0.0,0.0,0.0,0.0,-0.23824971738951772,1.961697202457965,1.976112051976707,0.0,13.650703276603991,-112.39697038346198,0.0,0.0,0.0,0.0,-13.650703276603982,112.39697038346198,113.22288042320208
1,0.005835294723510742,1775788768.4878032,0.051521651,-19.345642315585845,0.8367493132877373,0.7749706066348777,-19.31,0.92,0.8002508792229593,0.03564231558584652,0.08325068671226277,0.02528027258808163,0.09402203827035507,-1.2429806908190952,-3.0473380772750267,-0.7819905699767481,3.382717784044648,0.0,0.0,0.0015141759123701369,0.0015141759123701369,0.0,0.0,0.0,0.0,0.23328242465621415,-1.9580864209759101,0.0,0.0,0.0,0.0,-0.23328242465621418,1.95808642097591,1.9719338532678348,0.0,13.366098367379685,-112.19008784379623,0.0,0.0,0.0,0.0,-13.366098367379687,112.19008784379622,112.98348727121669
2,0.011600494384765625,1775788768.4935684,0.057286768,-19.35319250215023,0.8182207537888092,0.7702548365858746,-19.310000000072606,0.919999999607009,0.8002595540565685,0.043192502077623374,0.10177924581819975,0.030004717470693887,0.11456391310331186,-1.340072477914411,-3.333974471632011,-0.8296142023883484,3.687741822357155,-9.020514092607085e-08,-4.886852651349506e-07,0.001266381647656023,0.0012663817451583229,0.037105521119652096,-0.006824185336709429,-0.0006969321480240894,0.0,0.22690749468286117,-1.9529778143459107,4.99663977960784e-05,-9.210463171966458e-06,-9.376190653043018e-07,4.996639779619727e-05,-0.22691670514603324,1.9529768767268454,1.9661154275882982,0.0,13.000841785215114,-111.89738624470472,0.0028628637111870704,-0.000527720667114355,-5.3721615232937616e-05,0.0028628637111938813,-13.001369505882233,111.89733252308949,112.6501160363687
3,0.016598939895629883,1775788768.4985669,0.062285297,-19.36017336175044,0.8008421004752173,0.7659562988026035,-19.310000004031842,0.9199999780557575,0.8002641186230544,0.050173357718598766,0.1191578775805402,0.034307819820450836,0.13376468934322688,-1.4172391963610307,-3.573488310680189,-0.8661861185424944,3.940642592043298,-2.209827999613978e-06,-1.2051310385319711e-05,0.0004754063263147662,0.0004755641833884183,0.1785405493217652,-0.032480887747308534,-0.0033742794863035218,0.0,0.22161800430217635,-1.9483667218790022,0.0005481728218307106,-0.00010021506312041016,-1.0357852147031252e-05,0.000548172821830839,-0.22171821936529668,1.9483563640268553,1.9609313579357917,0.0,12.697776310626825,-111.63319010740629,0.03140798913467655,-0.005741900160436649,-0.0005934612128454089,0.031407989134683914,-12.703518210787257,111.63259664619346,112.35309072457824
4,0.02159595489501953,1775788768.503564,0.067282334,-19.367521412430975,0.7822928511826452,0.7614872675719366,-19.31000003534455,0.9199998066711256,0.8002633384360771,0.0575213770864238,0.13770695548848033,0.03877607086414048,0.15419305458899799,-1.4878706235858628,-3.8045674950086252,-0.8983659838897232,4.182768731069904,-1.2342800177371806e-05,-6.765847514339774e-05,-0.0009259090265032888,0.000928459767214076,0.4061797169817428,-0.07411436826479856,-0.010505265431331583,0.0,0.21646434361351358,-1.9435850007176243,0.001980024745526324,-0.0003605343815585388,-4.1599061482451054e-05,0.0019800247455261655,-0.2168248779950721,1.9435434016561421,1.9556016727178107,0.0,12.402493304123963,-111.35921766605095,0.1134470612501232,-0.020657098432663532,-0.002383450654649671,0.11344706125011411,-12.423150402556626,111.35683421539632,112.04772225545466
5,0.0265958309173584,1775788768.5085638,0.072282102,-19.375210428406554,0.7625987234068716,0.7568658157590872,-19.310000156427574,0.919999142803406,0.8002536362558819,0.06521027197898022,0.15740041939653437,0.04338782049679468,0.17581175889353806,-1.5520240279025541,-4.027404198979785,-0.9261793640111591,4.414359679440155,-3.9946996136521373e-05,-0.00021894277546208473,-0.0030544363549575623,0.0030625337790649446,0.6990546539991457,-0.12804027393198203,-0.02660434124232449,0.0,0.21138122349816485,-1.9386237489643496,0.0047184682803769785,-0.0008614912457350036,-0.00013259676538999714,0.004718468280377142,-0.21224271474389989,1.93849115219896,1.9500813267806103,0.0,12.11125197475643,-111.07495887948643,0.27034831823195205,-0.04935981246808339,-0.007597235033933181,0.2703483182319614,-12.160611787224514,111.06736164445252,111.73142973180089
6,0.03076457977294922,1775788768.5127325,0.076450808,-19.381855508270192,0.7453406446852753,0.7529136847284021,-19.310000393169588,0.9199978456586861,0.8002364674297809,0.07185511510060394,0.17465720097341086,0.047322782701378796,0.1946991042110605,-1.600530627287977,-4.206801418569494,-0.9460171305063684,4.5993287418249045,-8.17968194242959e-05,-0.0004483341530018206,-0.005777796586426019,0.005795742198073681,0.9712791080218001,-0.17078213056129346,-0.04875388121994701,0.0,0.20716455508375442,-1.9343475084731754,0.008049600844777521,-0.0014602269847102767,-0.0002832289277249613,0.008049600844777682,-0.20862478206846458,1.9340642795454501,1.9453004223462596,0.0,11.869654671004591,-110.8299483471592,0.461208155170694,-0.08366484335501305,-0.016227822194656114,0.4612081551707033,-11.953319514359597,110.81372052496452,111.4575040854572
7,0.036591529846191406,1775788768.5185595,0.082277755,-19.391462724269036,0.7199900635750089,0.7472643507767468,-19.310001175633214,0.9199935338301167,0.8001842489083663,0.08146154863582211,0.20000347025510778,0.05291989813161946,0.22234632364510365,-1.660738452010868,-4.447807623876886,-0.96863722656553,4.845544648612101,-0.0001891597248529829,-0.001048500068331971,-0.011929246872523018,0.011976730135575353,1.4275037037420133,-0.2396153180811085,-0.10100882467255644,0.0,0.20125856660572852,-1.9281491325049358,0.01522179091617385,-0.0026763345675550453,-0.0007366844620103529,0.015221790916173816,-0.2039349011732834,1.9274124480429258,1.9382311244291988,0.0,11.531266457360815,-110.47480756434375,0.8721443761273362,-0.1533426752858744,-0.04220891050605885,0.8721443761273343,-11.68460913264668,110.43259865383772,111.05246315068901
8,0.04159832000732422,1775788768.5235662,0.087284665,-19.399979470086382,0.6971093092861552,0.7423173322320615,-19.310002458080888,0.9199863718855711,0.8001099960804471,0.08997701200549457,0.22287706259941586,0.05779266384838555,0.24720444922588536,-1.70540075590182,-4.645814121705371,-0.9833160086868462,5.045680426325807,-0.0003337368121683781,-0.0018754053368558415,-0.017755112521837615,0.017857002718833264,1.839534821906012,-0.30121117080222587,-0.15904714737581707,0.0,0.19613789288546696,-1.922608324545829,0.023382206666574815,-0.004021485389758789,-0.001407025949236513,0.023382206666574756,-0.20015937827522556,1.9212012985965927,1.9317414252506357,0.0,11.237873464926272,-110.15734265319443,1.3397017576973942,-0.23041414020670148,-0.08061664855664061,1.3397017576973909,-11.468287605132964,110.0767260046378,110.68063077744782
9,0.04659581184387207,1775788768.5285637,0.092282036,-19.408686673847896,0.673304507159099,0.7373174174672263,-19.310004624578163,0.9199741029711085,0.8000071895004243,0.09868204926973334,0.24666959581200953,0.06268977203319792,0.27297260643461746,-1.7434595991391961,-4.83507237011205,-0.9935815777993127,5.234957549951455,-0.0005451548718929031,-0.0031084715121924974,-0.023302715308529218,0.02351544874602275,2.268652407740058,-0.3491021964645997,-0.2301055794550283,0.0,0.19095583943772843,-1.9168706135838647,0.033652812916262764,-0.005623836863039805,-0.002421049831508313,0.033652812916262764,-0.1965796763007681,1.9144495637523562,1.9248099160964645,0.0,10.940963673159638,-109.82859603100793,1.9281641488452004,-0.3222221169222732,-0.1387159373362854,1.9281641488452004,-11.263185790081904,109.68988009367165,110.28348455725751
