sample_idx,t_rel_s,stamp_s,t_in_traj_s,x_des_m,y_des_m,z_des_m,x_act_m,y_act_m,z_act_m,ex_m,ey_m,ez_m,e_pos_norm_m,vx_des_mps,vy_des_mps,vz_des_mps,speed_des_mps,vx_act_mps,vy_act_mps,vz_act_mps,speed_act_mps,wx_act_radps,wy_act_radps,wz_act_radps,roll_des_rad,pitch_des_rad,yaw_des_rad,roll_act_rad,pitch_act_rad,yaw_act_rad,e_roll_rad,e_pitch_rad,e_yaw_rad,e_ang_norm_rad,roll_des_deg,pitch_des_deg,yaw_des_deg,roll_act_deg,pitch_act_deg,yaw_act_deg,e_roll_deg,e_pitch_deg,e_yaw_deg,e_ang_norm_deg
0,0.0,1775872616.6853163,0.024333888,-19.293432653077176,-0.9361094684828662,0.8317618933933107,-19.31000101994226,-0.9189869327099043,0.8515128461022651,-0.01656836686508356,0.017122535772961966,0.019750952708954328,0.03094821715032566,1.205012497669422,-1.186980281450764,-0.9021667890594665,1.9169982324911783,-1.220409519019789e-07,9.47384345452012e-06,0.0016444277680802203,0.0016444550626384077,-0.0008973014924617461,-2.7560056773761593e-07,-2.4396069936273564e-05,0.0,0.4899868710827426,-0.777859731510541,4.087035775387311e-05,4.287394163159248e-08,-1.8061765562289128e-06,4.087035775368619e-05,-0.48998682820880113,0.7778579253339846,0.9193204259089417,0.0,28.07417972986191,-44.56807966873337,0.0023416990064867083,2.456495906580484e-06,-0.00010348629372739013,0.0023416990064759986,-28.074177273366015,44.56797618243963,52.673180424751656
1,0.004925727844238281,1775872616.690242,0.029259422,-19.286934221569155,-0.9425190882922803,0.8271903328744086,-19.310001020667038,-0.918986882757359,0.8515225587325773,-0.023066799097883006,0.023532205534921302,0.024332225858168743,0.04096216709566051,1.4135194532455488,-1.3752806039769307,-0.9360545756063156,2.1830327878646867,-1.195671113344116e-07,7.230866989137531e-06,0.0015933907283123196,0.001593407139686958,-0.0009311831421381338,-1.906358955234225e-07,-1.83239143863152e-05,0.0,0.4431488886096683,-0.7716874446800078,3.537583207432424e-05,4.1483810541995024e-08,-1.9342306184212684e-06,3.5375832074358016e-05,-0.4431488471258578,0.7716855104493892,0.8898760750789745,0.0,25.390561013247034,-44.21443368339964,0.0020268858746223073,2.376847262176627e-06,-0.00011082325104051786,0.0020268858746242424,-25.390558636399774,44.214322860148584,50.98614339169201
2,0.009922504425048828,1775872616.6952388,0.034256253,-19.279301347252463,-0.9499510974571309,0.8223901405471765,-19.310001021259833,-0.9189868507462374,0.8515304219963857,-0.030699674007369282,0.030964246710893484,0.029140281449209215,0.052444356812444075,1.6214103973453573,-1.5590255741657009,-0.9671759379233422,2.448461090648618,-1.1755783071222667e-07,5.611953549166953e-06,0.0015520892905319706,0.001552099440637267,-0.000945749261794931,-1.2744599369332467e-07,-1.3446918083155816e-05,0.0,0.40608288080003596,-0.7657854987748423,3.067837536441241e-05,4.069518802833119e-08,-2.013580021369625e-06,3.067837536452345e-05,-0.40608284010484796,0.7657834851948211,0.8667915667367265,0.0,23.26683520235615,-43.87627709211913,0.00175774143069895,2.331662520514691e-06,-0.00011536963693634164,0.0017577414307053119,-23.266832870693634,43.87616172248221,49.66349849154666
3,0.014407873153686523,1775872616.6997242,0.03874155,-19.27157239582838,-0.9573897059635431,0.81795541213366,-19.31000102149416,-0.9189868401113717,0.8515335099109601,-0.0384286256657802,0.03840286585217145,0.03357809777730014,0.06386726882028436,1.8049018177832106,-1.717714608467435,-0.9923175357679779,2.6819597572991665,-1.1676355996533703e-07,5.029100707555934e-06,0.0015358530409184086,0.0015358612791479505,-0.0009481582724806355,-1.0346789532442156e-07,-1.1551070364765511e-05,0.0,0.37900598074179853,-0.7606525193167677,2.878414941224881e-05,4.0464976442337504e-08,-2.0385724391953774e-06,2.8784149412430793e-05,-0.379005940276822,0.7606504807443284,0.8498439018138703,0.0,21.715443106721615,-43.58217903284412,0.0016492102781958259,2.31847236824224e-06,-0.00011680159699758476,0.0016492102782062529,-21.71544078824924,43.58206223124711,48.692468818865095
4,0.019526243209838867,1775872616.7048426,0.04385996,-19.26175585196795,-0.966730144178823,0.8127648645664303,-19.310001022187645,-0.9189868146806635,0.8515425812063048,-0.04824517021969399,0.047743329498159515,0.038777716639874504,0.07817117927279514,2.0106905798098924,-1.8915844399601862,-1.0177788924017743,2.9422512086928125,-1.1440106458215587e-07,3.5035408267721723e-06,0.001488155234640271,0.0014881593631977622,-0.0009442315141922506,-3.846210067075887e-08,-6.0775146242683844e-06,0.0,0.3532174594801614,-0.754885405270791,2.309872197331138e-05,4.0046426317444957e-08,-2.091290931463126e-06,2.3098721973369152e-05,-0.3532174194337352,0.7548833139798594,0.8334334788393092,0.0,20.237869678546417,-43.25174773803903,0.0013234592812168388,2.2944912125712235e-06,-0.00011982214410681981,0.0013234592812201487,-20.23786738405521,43.25162791589492,47.75222084239822
5,0.02449774742126465,1775872616.709814,0.048831461,-19.25122189609531,-0.9766359900846162,0.8076068035256876,-19.310001022754754,-0.9189867998010017,0.8515499248543787,-0.05877912665944507,0.05764919028361448,0.04394312132869116,0.09332423470520157,2.206895999902781,-2.0530974380867457,-1.0392142990995141,3.188348381861391,-1.1244320677207477e-07,2.486611814540977e-06,0.0014494616119711179,0.0014494637492740903,-0.0009286647255826478,8.678275354789317e-09,-1.7869224003199493e-06,0.0,0.33200719222206493,-0.749310832622257,1.8411990164353542e-05,3.99731225780051e-08,-2.110843555789951e-06,1.84119901645019e-05,-0.3320071522489423,0.7493087217787009,0.8195683681164643,0.0,19.02261088231297,-42.93234825268897,0.0010549293288538409,2.2902912176787933e-06,-0.0001209424269591517,0.0010549293288623412,-19.02260859202175,42.93222731026199,46.957808515497625
6,0.029531002044677734,1775872616.7148473,0.0538647,-19.239572695780375,-0.9874642976106105,0.802284419008218,-19.310001023312076,-0.9189867894354904,0.8515570774221081,-0.07042832753170103,0.0684775081751201,0.04927265841389006,0.10989592036084911,2.401846959178932,-2.2092212330410086,-1.0576079827610634,3.4304608898858246,-1.1048278629042919e-07,1.6970312352452841e-06,0.0014117211764097222,0.0014117222007339507,-0.0009027244183919853,5.1930876503286176e-08,2.2325446305939028e-06,0.0,0.31340451221960114,-0.7436477958959768,1.3829355144195742e-05,4.0127342211142096e-08,-2.1096121681263017e-06,1.3829355144157063e-05,-0.31340447209225886,0.7436456862838088,0.8069890148243627,0.0,17.956755830539382,-42.607880149045535,0.00079236368314995,2.2991273517755988e-06,-0.00012087187364308014,0.0007923636831477338,-17.956753531412026,42.607759277171894,46.237064662856206
7,0.03449201583862305,1775872616.7198083,0.058825789,-19.227139305098927,-0.9988882278911249,0.7969558492055836,-19.310001023641746,-0.9189867849148231,0.8515612791817196,-0.08286171854281932,0.07990144297630175,0.054605429976136044,0.12740509398153319,2.5903690348982873,-2.3558256958370545,-1.0724808934949064,3.661986033976326,-1.0930085833328643e-07,1.3298762099900002e-06,0.001389501589564407,0.0013895022302678845,-0.0008824955421252546,7.492675566434219e-08,4.50596870319106e-06,0.0,0.29722566213126733,-0.738014711275628,1.1150679904506327e-05,4.031802243874779e-08,-2.099477818713785e-06,1.1150679904314842e-05,-0.29722562181324497,0.7380126117978092,0.7956165442970826,0.0,17.029776003102995,-42.28512817465949,0.0006388868972295523,2.310052524053999e-06,-0.00012029121819363206,0.0006388868972185811,-17.029773693050476,42.285007883441295,45.58547009900614
8,0.0404050350189209,1775872616.7257214,0.064738768,-19.211111822026815,-1.0134276957166446,0.7905203177524014,-19.31000102385956,-0.918986782462198,0.8515640435326532,-0.09888920183274408,0.09444091325444659,0.061043725780251856,0.14974811114864084,2.8103501357792378,-2.5211169975064474,-1.085983724480155,3.928544189725514,-1.0850926133551351e-07,1.1284667389163555e-06,0.001374880321919935,0.0013748807893101513,-0.0008671788164266458,8.91438619006514e-08,5.961822857493814e-06,0.0,0.2800816704157807,-0.7312010943236739,9.400769424791973e-06,4.048212844319061e-08,-2.0890019586433088e-06,9.400769424683375e-06,-0.2800816299336524,0.7311990053217152,0.7830055586636224,0.0,16.04749763379836,-41.89473668009373,0.0005386244122162066,2.319455105501328e-06,-0.00011969099562482414,0.0005386244122099844,-16.047495314343266,41.894616989098104,44.86291384670876
9,0.044510602951049805,1775872616.729827,0.068844477,-19.199224997314378,-1.0240839609695032,0.7860111661029991,-19.310001024397128,-0.9189867777968208,0.8515708280644899,-0.1107760270827498,0.10509718317268235,0.06555966196149077,0.16617706028082038,2.960080176245938,-2.6298473104301108,-1.0926573962433044,4.107562745904908,-1.0651353183650841e-07,7.722330473296295e-07,0.0013391183921331526,0.0013391186190320453,-0.0008229442373742349,1.1911855172048607e-07,9.38596443425934e-06,0.0,0.2692526906149506,-0.7263903326735756,5.172043006262657e-06,4.1007001766547435e-08,-2.050502722274484e-06,5.172043006318461e-06,-0.2692526496079486,0.7263882821708534,0.7746850494380114,0.0,15.42704279477838,-41.619100341299706,0.0002963362357190046,2.3495281317086792e-06,-0.00011748515186641391,0.000296336235722202,-15.427040445250235,41.618982856147845,44.386183784681585
