sample_idx,t_rel_s,stamp_s,t_in_traj_s,x_des_m,y_des_m,z_des_m,x_act_m,y_act_m,z_act_m,ex_m,ey_m,ez_m,e_pos_norm_m,vx_des_mps,vy_des_mps,vz_des_mps,speed_des_mps,vx_act_mps,vy_act_mps,vz_act_mps,speed_act_mps,wx_act_radps,wy_act_radps,wz_act_radps,roll_des_rad,pitch_des_rad,yaw_des_rad,roll_act_rad,pitch_act_rad,yaw_act_rad,e_roll_rad,e_pitch_rad,e_yaw_rad,e_ang_norm_rad,roll_des_deg,pitch_des_deg,yaw_des_deg,roll_act_deg,pitch_act_deg,yaw_act_deg,e_roll_deg,e_pitch_deg,e_yaw_deg,e_ang_norm_deg
0,0.0011534690856933594,1775825040.7734153,0.042916547,-19.33604425137344,0.8620408180432764,0.676902834571447,-19.31,0.92,0.6716489293108907,0.026044251373441796,0.05795918195672367,-0.005253905260556246,0.06375871174343571,-1.0756234971334597,-2.5034265107153697,0.18272216428875107,2.7308419198958607,0.0,0.0,0.0017480902975938605,0.0017480902975938605,0.0,0.0,0.0,0.0,-0.06696058833229279,-1.9766078313964595,0.0,0.0,0.0,0.0,0.06696058833229301,1.9766078313964597,1.977741701923591,0.0,-3.8365591051533205,-113.25128649152335,0.0,0.0,0.0,0.0,3.8365591051533334,113.25128649152336,113.31625248724225
1,0.007013797760009766,1775825040.7792757,0.048776734,-19.34276287852408,0.8463943971292966,0.6780261944341068,-19.31,0.92,0.6716592601804133,0.032762878524081884,0.07360560287070339,-0.006366934253693501,0.08081911181728181,-1.1834673400785254,-2.791508725080049,0.1959996316642176,3.038343588675101,0.0,0.0,0.0016958006394727407,0.0016958006394727407,0.0,0.0,0.0,0.0,-0.06455353685050953,-1.97177946991541,0.0,0.0,0.0,0.0,0.06455353685050946,1.9717794699154103,1.972835887016405,0.0,-3.698645214176429,-112.97464175669568,0.0,0.0,0.0,0.0,3.698645214176425,112.97464175669569,113.03516999798813
2,0.011336088180541992,1775825040.783598,0.053099075,-19.34811039814714,0.8337893496314719,0.6789028339478391,-19.31,0.92,0.6716659751811251,0.03811039814713979,0.08621065036852815,-0.007236858766713983,0.09453597626674981,-1.2576484582305094,-2.996875033337063,0.20505450225130342,3.2565298952753574,0.0,0.0,0.001661808745280905,0.001661808745280905,0.0,0.0,0.0,0.0,-0.06300886325127321,-1.9681295580381313,0.0,0.0,0.0,0.0,0.06300886325127308,1.9681295580381315,1.9691379012328183,0.0,-3.610141936214905,-112.76551721053293,0.0,0.0,0.0,0.0,3.610141936214898,112.76551721053293,112.82329101988923
3,0.018865108489990234,1775825040.791127,0.060628203,-19.358155884607505,0.8097592885842524,0.68051849124921,-19.31,0.92,0.6716741798075258,0.04815588460750675,0.11024071141574765,-0.008844311441684294,0.1206243156277339,-1.3759941742350181,-3.34017632749879,0.219330454735206,3.619149584458532,0.0,0.0,0.001620211127903463,0.001620211127903463,0.0,0.0,0.0,0.0,-0.06063991764189716,-1.961563976927159,0.0,0.0,0.0,0.0,0.060639917641897245,1.9615639769271587,1.9625010662901323,0.0,-3.474411350901611,-112.38933712282339,0.0,0.0,0.0,0.0,3.4744113509016157,112.38933712282338,112.44302838834838
4,0.021967172622680664,1775825040.794229,0.063730181,-19.362544575018546,0.799119353815317,0.6812141352468857,-19.31,0.92,0.671680595377021,0.05254457501854759,0.12088064618468308,-0.009533539869864716,0.13215124429363734,-1.4207345869301944,-3.47628311913278,0.22465892155305028,3.7621141293029137,0.0,0.0,0.0015876815041463508,0.0015876815041463508,0.0,0.0,0.0,0.0,-0.05975168521465432,-1.958774629204674,0.0,0.0,0.0,0.0,0.05975168521465424,1.9587746292046742,1.95968576866341,0.0,-3.423519381593935,-112.22951927073058,0.0,0.0,0.0,0.0,3.42351938159393,112.22951927073059,112.28172371626398
5,0.026950836181640625,1775825040.7992127,0.068713934,-19.36987552162876,0.7811549624027788,0.6823649209052876,-19.31,0.92,0.67168843401606,0.05987552162876142,0.13884503759722122,-0.01067648688922751,0.1515816939078921,-1.4877067502720995,-3.6884414548576596,0.2325438646880506,3.9839613941053336,0.0,0.0,0.001547949859710895,0.001547949859710895,0.0,0.0,0.0,0.0,-0.0584032054888184,-1.9541812062403738,0.0,0.0,0.0,0.0,0.05840320548881861,1.9541812062403743,1.9550537387075715,0.0,-3.3462571845445783,-111.9663355213577,0.0,0.0,0.0,0.0,3.3462571845445903,111.96633552135773,112.01632794921628
6,0.031915903091430664,1775825040.8041778,0.073678875,-19.377495723802546,0.7622268672389452,0.6835483776155227,-19.31,0.92,0.6716960765663038,0.06749572380254776,0.15777313276105487,-0.01185230104921886,0.17201311343333267,-1.5484083304206029,-3.891812068834221,0.23957047055024044,4.1953740652293785,0.0,0.0,0.0015092281871019154,0.0015092281871019154,0.0,0.0,0.0,0.0,-0.057134562286529175,-1.94945917379541,0.0,0.0,0.0,0.0,0.057134562286529356,1.9494591737954101,1.9502962412163842,0.0,-3.273569283345444,-111.69578299153744,0.0,0.0,0.0,0.0,3.2735692833454544,111.69578299153746,111.74374342192716
7,0.036943912506103516,1775825040.8092058,0.078707004,-19.385504739123263,0.742049136786848,0.6847803413586484,-19.31,0.92,0.6717035279019284,0.07550473912326439,0.177950863213152,-0.01307681345671996,0.19374849263558155,-1.603760892819128,-4.0896463259144085,0.24584364062673886,4.399738079481304,0.0,0.0,0.0014714720084220445,0.0014714720084220445,0.0,0.0,0.0,0.0,-0.05590599852841064,-1.9445184885529017,0.0,0.0,0.0,0.0,0.055905998528410716,1.9445184885529017,1.9453219869716991,0.0,-3.203177765142521,-111.41270257923915,0.0,0.0,0.0,0.0,3.203177765142525,111.41270257923915,111.45873964748168
8,0.04195261001586914,1775825040.8142145,0.08371573,-19.393744201257377,0.7209806678651239,0.6860367964265134,-19.31,0.92,0.6717107928890804,0.08374420125737814,0.1990193321348761,-0.014326003537432963,0.21639551794111386,-1.6527752028995477,-4.278588431536956,0.2512493146980154,4.593594568084751,0.0,0.0,0.0014346727027197386,0.0014346727027197386,0.0,0.0,0.0,0.0,-0.054722887075379464,-1.9394280090555913,0.0,0.0,0.0,0.0,0.05472288707537931,1.9394280090555913,1.9401998857538363,0.0,-3.1353904721902444,-111.12103958834538,0.0,0.0,0.0,0.0,3.1353904721902355,111.12103958834538,111.16526486545932
9,0.04694724082946777,1775825040.819209,0.088710265,-19.402189560871804,0.6990497436341593,0.6873145573133544,-19.31,0.92,0.671717876151244,0.0921895608718053,0.22095025636584076,-0.015596681162110437,0.2399191267597054,-1.69556378432123,-4.458916646295535,0.25580158838198747,4.77727000052665,0.0,0.0,0.0013987897134645811,0.0013987897134645811,0.0,0.0,0.0,0.0,-0.05357117815496705,-1.9341736729211871,0.0,0.0,0.0,0.0,0.053571178154967036,1.9341736729211867,1.9349154162780204,0.0,-3.0694024118230443,-110.81998830370094,0.0,0.0,0.0,0.0,3.0694024118230434,110.81998830370092,110.86248706752936
