sample_idx,t_rel_s,stamp_s,t_in_traj_s,x_des_m,y_des_m,z_des_m,x_act_m,y_act_m,z_act_m,ex_m,ey_m,ez_m,e_pos_norm_m,vx_des_mps,vy_des_mps,vz_des_mps,speed_des_mps,vx_act_mps,vy_act_mps,vz_act_mps,speed_act_mps,wx_act_radps,wy_act_radps,wz_act_radps,roll_des_rad,pitch_des_rad,yaw_des_rad,roll_act_rad,pitch_act_rad,yaw_act_rad,e_roll_rad,e_pitch_rad,e_yaw_rad,e_ang_norm_rad,roll_des_deg,pitch_des_deg,yaw_des_deg,roll_act_deg,pitch_act_deg,yaw_act_deg,e_roll_deg,e_pitch_deg,e_yaw_deg,e_ang_norm_deg
0,0.0019021034240722656,1775827581.7960632,0.005687955,-19.309023443052013,-0.9210252252494294,0.7460501286429412,-19.31,-0.92,0.7467486098200388,-0.0009765569479860403,0.0010252252494293845,0.0006984811770975874,0.0015788053203251453,0.6286415124564532,-0.6284648645807315,-0.15863847878758375,0.9029531572280218,0.0,0.0,0.0035449185222114587,0.0035449185222114587,0.0,0.0,0.0,0.0,0.17660509499516497,-0.7852576439650553,0.0,0.0,0.0,0.0,-0.17660509499516497,0.7852576439650552,0.8048719941604382,0.0,10.11872658372993,-44.99194882958431,0.0,0.0,0.0,0.0,-10.11872658372993,44.9919488295843,46.11576831367135
1,0.0072307586669921875,1775827581.8013918,0.011016608,-19.306739285124337,-0.9233472105050168,0.7453134612216139,-19.31,-0.92,0.7467591647825556,-0.0032607148756618187,0.00334721050501674,0.0014457035609416469,0.004891435213858613,0.7459933020082141,-0.740690064123157,-0.17034842721868676,1.0649630812322863,0.0,0.0,0.0034918514512685766,0.0034918514512685766,0.0,0.0,0.0,0.0,0.1606472133189884,-0.7818310182257694,0.0,0.0,0.0,0.0,-0.16064721331898824,0.7818310182257693,0.7981649379715321,0.0,9.204407313715862,-44.79561763675233,0.0,0.0,0.0,0.0,-9.204407313715851,44.795617636752326,45.73148230108993
2,0.01158905029296875,1775827581.8057501,0.015374913,-19.303907441489383,-0.9261909420632204,0.7446079006665001,-19.31,-0.92,0.7467729925337503,-0.006092558510616186,0.0061909420632203505,0.002165091867250224,0.00895179622361154,0.8406004186958403,-0.8302283397651666,-0.17950923021967666,1.19503628555576,0.0,0.0,0.0034222295287665095,0.0034222295287665095,0.0,0.0,0.0,0.0,0.15078307443893324,-0.7791904981007627,0.0,0.0,0.0,0.0,-0.15078307443893335,0.7791904981007627,0.7936456185652205,0.0,8.639233787357798,-44.64432697787009,0.0,0.0,0.0,0.0,-8.639233787357805,44.64432697787009,45.47254437283671
3,0.018948793411254883,1775827581.8131099,0.022734696,-19.297204776848574,-0.9328442674117989,0.7432204609323201,-19.31,-0.92,0.746776406150597,-0.012795223151425006,0.012844267411798893,0.003555945218276957,0.01847532644463822,1.0587791956853108,-1.0360647841352681,-0.20044046487690256,1.4948645430611305,0.0,0.0,0.003405018617619214,0.003405018617619214,0.0,0.0,0.0,0.0,0.13449111485682516,-0.7745555795833337,0.0,0.0,0.0,0.0,-0.13449111485682508,0.7745555795833337,0.7861451557054242,0.0,7.705773263305285,-44.37876570843437,0.0,0.0,0.0,0.0,-7.70577326330528,44.37876570843437,45.042799506575754
4,0.02102041244506836,1775827581.8151815,0.024806398,-19.294891691044093,-0.935122148738319,0.742788170916523,-19.31,-0.92,0.7467865443440049,-0.01510830895590587,0.015122148738318963,0.003998373427481883,0.021746893388172494,1.1480574906359566,-1.120101277486338,-0.20894832205510253,1.617504953600297,0.0,0.0,0.003353913222281167,0.003353913222281167,0.0,0.0,0.0,0.0,0.12954140294498845,-0.7730732776858534,0.0,0.0,0.0,0.0,-0.12954140294498862,0.7730732776858535,0.783851559766838,0.0,7.422175660951411,-44.29383606574452,0.0,0.0,0.0,0.0,-7.422175660951421,44.29383606574453,44.911386139386416
5,0.026024580001831055,1775827581.8201857,0.029810458,-19.28854861953294,-0.9413309558612307,0.7416734098529382,-19.31,-0.92,0.7468031044894389,-0.021451380467059522,0.021330955861230683,0.0051296946365007035,0.030683630309336907,1.3602440705102303,-1.317423102291601,-0.2284499124828948,1.9073691106661312,0.0,0.0,0.00327049296020571,0.00327049296020571,0.0,0.0,0.0,0.0,0.12006048973962094,-0.7694076329613355,0.0,0.0,0.0,0.0,-0.12006048973962091,0.7694076329613355,0.7787185800118569,0.0,6.8789593483540035,-44.083810093835254,0.0,0.0,0.0,0.0,-6.878959348354003,44.083810093835254,44.617288063099906
6,0.031020402908325195,1775827581.8251815,0.034806297,-19.281168988200516,-0.9484945720603225,0.7404668310694464,-19.31,-0.92,0.7468192526422285,-0.028831011799482553,0.028494572060322465,0.006352421572782041,0.04103073406753965,1.56720123217271,-1.5064308856700372,-0.24643998264894101,2.187735445722879,0.0,0.0,0.0031891150275128403,0.0031891150275128403,0.0,0.0,0.0,0.0,0.1128857548715096,-0.7656292296413205,0.0,0.0,0.0,0.0,-0.11288575487150965,0.7656292296413207,0.7739065259668462,0.0,6.467877321285873,-43.867323530300176,0.0,0.0,0.0,0.0,-6.467877321285876,43.86732353030018,44.34157767553194
7,0.03602099418640137,1775827581.830182,0.039806884,-19.272759151241917,-0.9565906127604173,0.7391728021012693,-19.31,-0.92,0.7468349989116287,-0.03724084875808131,0.03659061276041731,0.007662196810359401,0.052768011317139686,1.7694713179929873,-1.6876236162658873,-0.2629667768837273,2.4593197720351063,0.0,0.0,0.003109696322947108,0.003109696322947108,0.0,0.0,0.0,0.0,0.10713144025836936,-0.7617273021610906,0.0,0.0,0.0,0.0,-0.10713144025836918,0.7617273021610904,0.769224043013117,0.0,6.138179379962482,-43.64375955371688,0.0,0.0,0.0,0.0,-6.138179379962471,43.64375955371687,44.073291164641304
8,0.04102611541748047,1775827581.8351872,0.044812102,-19.26334089251924,-0.9655814414858991,0.7377985267944923,-19.31,-0.92,0.7468503525770628,-0.0466591074807603,0.045581441485899044,0.009051825782570466,0.06585344082758005,1.9670358491485909,-1.8609745521574574,-0.27802574172194344,2.7220864476855624,0.0,0.0,0.003032092763788189,0.003032092763788189,0.0,0.0,0.0,0.0,0.10231541982239695,-0.7576986122531744,0.0,0.0,0.0,0.0,-0.10231541982239678,0.7576986122531744,0.7645754587637636,0.0,5.862241734932508,-43.412932625026336,0.0,0.0,0.0,0.0,-5.862241734932498,43.412932625026336,43.80694690644237
9,0.046019792556762695,1775827581.8401809,0.049805871,-19.252970903984846,-0.9753964339950554,0.7363559750881521,-19.31,-0.92,0.7468653230857413,-0.05702909601515316,0.05539643399505534,0.01050934799758918,0.08019681469365546,2.159270111855349,-2.0259431337203115,-0.2915715266181534,2.9752154463424536,0.0,0.0,0.0029564158549645553,0.0029564158549645553,0.0,0.0,0.0,0.0,0.09815768661822383,-0.753552258406838,0.0,0.0,0.0,0.0,-0.09815768661822366,0.7535522584068381,0.7599183756116755,0.0,5.624021169991984,-43.17536404926343,0.0,0.0,0.0,0.0,-5.624021169991974,43.175364049263436,43.540115696986234
